pair_id,CUI,label,category,original_cui,start_index,end_index
"His UA had bacteria, blood, tr leuks,ng",C0856747,non-entailment,tests_diseases,C0042029,,
243b3df6-66c7-11e7-87dc-f45c89b91419,C0041952,entailment,tests_diseases,C0041952,18,35
"243b3df6-66c7-11e7-87dc-f45c89b91419,ng",C0007286,non-entailment,tests_diseases,C0041952,,
"243b3df6-66c7-11e7-87dc-f45c89b91419,ng",C0024117,non-entailment,tests_diseases,C0041952,,
"243b3df6-66c7-11e7-87dc-f45c89b91419,ng",C0040583,non-entailment,tests_diseases,C0041952,,
"243b3df6-66c7-11e7-87dc-f45c89b91419,ng",C0017168,non-entailment,tests_diseases,C0041952,,
"243b3df6-66c7-11e7-87dc-f45c89b91419,ng",C0007282,non-entailment,tests_diseases,C0041952,,
"243b3df6-66c7-11e7-87dc-f45c89b91419,ng",C0011334,non-entailment,tests_diseases,C0041952,,
"243b3df6-66c7-11e7-87dc-f45c89b91419,ng",C0546817,non-entailment,tests_diseases,C0041952,,
"243b3df6-66c7-11e7-87dc-f45c89b91419,ng",C0019064,non-entailment,tests_diseases,C0041952,,
"243b3df6-66c7-11e7-87dc-f45c89b91419,ng",C0017160,non-entailment,tests_diseases,C0041952,,
"243b3df6-66c7-11e7-87dc-f45c89b91419,ng",C0040558,non-entailment,tests_diseases,C0041952,,
243b70fa-66c7-11e7-8dce-f45c89b91419,C0010054,entailment,tests_diseases,C0010054,16,32
"243b70fa-66c7-11e7-8dce-f45c89b91419,ng",C0034065,non-entailment,tests_diseases,C0010054,,
"243b70fa-66c7-11e7-8dce-f45c89b91419,ng",C0023895,non-entailment,tests_diseases,C0010054,,
"243b70fa-66c7-11e7-8dce-f45c89b91419,ng",C0585105,non-entailment,tests_diseases,C0010054,,
"243b70fa-66c7-11e7-8dce-f45c89b91419,ng",C1384641,non-entailment,tests_diseases,C0010054,,
"243b70fa-66c7-11e7-8dce-f45c89b91419,ng",C0022116,non-entailment,tests_diseases,C0010054,,
"243b70fa-66c7-11e7-8dce-f45c89b91419,ng",C0155668,non-entailment,tests_diseases,C0010054,,
"243b70fa-66c7-11e7-8dce-f45c89b91419,ng",C0085096,non-entailment,tests_diseases,C0010054,,
"243b70fa-66c7-11e7-8dce-f45c89b91419,ng",C0018790,non-entailment,tests_diseases,C0010054,,
"243b70fa-66c7-11e7-8dce-f45c89b91419,ng",C0021390,non-entailment,tests_diseases,C0010054,,
"243b70fa-66c7-11e7-8dce-f45c89b91419,ng",C0878544,non-entailment,tests_diseases,C0010054,,
243d91fa-66c7-11e7-a9b7-f45c89b91419,C0549642,entailment,tests_diseases,C0549642,12,30
243f344c-66c7-11e7-aee1-f45c89b91419,C0020538,entailment,tests_diseases,C0020538,30,42
"243f344c-66c7-11e7-aee1-f45c89b91419,ng",C0008350,non-entailment,tests_diseases,C0020538,,
"243f344c-66c7-11e7-aee1-f45c89b91419,ng",C1561643,non-entailment,tests_diseases,C0020538,,
"243f344c-66c7-11e7-aee1-f45c89b91419,ng",C0206062,non-entailment,tests_diseases,C0020538,,
"243f344c-66c7-11e7-aee1-f45c89b91419,ng",C0031350,non-entailment,tests_diseases,C0020538,,
"243f344c-66c7-11e7-aee1-f45c89b91419,ng",C0003869,non-entailment,tests_diseases,C0020538,,
"243f344c-66c7-11e7-aee1-f45c89b91419,ng",C0011880,non-entailment,tests_diseases,C0020538,,
"243f344c-66c7-11e7-aee1-f45c89b91419,ng",C0007785,non-entailment,tests_diseases,C0020538,,
"243f344c-66c7-11e7-aee1-f45c89b91419,ng",C0034063,non-entailment,tests_diseases,C0020538,,
"243f344c-66c7-11e7-aee1-f45c89b91419,ng",C0275518,non-entailment,tests_diseases,C0020538,,
"243f344c-66c7-11e7-aee1-f45c89b91419,ng",C0012569,non-entailment,tests_diseases,C0020538,,
243f4194-66c7-11e7-97d4-f45c89b91419,C0003507,entailment,tests_diseases,C0003507,12,27
"243f4194-66c7-11e7-97d4-f45c89b91419,ng",C0027051,non-entailment,tests_diseases,C0003507,,
"243f4194-66c7-11e7-97d4-f45c89b91419,ng",C1410927,non-entailment,tests_diseases,C0003507,,
"243f4194-66c7-11e7-97d4-f45c89b91419,ng",C0032227,non-entailment,tests_diseases,C0003507,,
"243f4194-66c7-11e7-97d4-f45c89b91419,ng",C0032285,non-entailment,tests_diseases,C0003507,,
"243f4194-66c7-11e7-97d4-f45c89b91419,ng",C0020443,non-entailment,tests_diseases,C0003507,,
"243f4194-66c7-11e7-97d4-f45c89b91419,ng",C0038454,non-entailment,tests_diseases,C0003507,,
"243f4194-66c7-11e7-97d4-f45c89b91419,ng",C0745136,non-entailment,tests_diseases,C0003507,,
"243f4194-66c7-11e7-97d4-f45c89b91419,ng",C0242966,non-entailment,tests_diseases,C0003507,,
"243f4194-66c7-11e7-97d4-f45c89b91419,ng",C0023890,non-entailment,tests_diseases,C0003507,,
"243f4194-66c7-11e7-97d4-f45c89b91419,ng",C0856747,non-entailment,tests_diseases,C0003507,,
243fe39c-66c7-11e7-b451-f45c89b91419,C0742078,entailment,tests_diseases,C0742078,25,35
"243fe39c-66c7-11e7-b451-f45c89b91419,ng",C0340288,non-entailment,tests_diseases,C0742078,,
"243fe39c-66c7-11e7-b451-f45c89b91419,ng",C0018801,non-entailment,tests_diseases,C0742078,,
"243fe39c-66c7-11e7-b451-f45c89b91419,ng",C0155668,non-entailment,tests_diseases,C0742078,,
"243fe39c-66c7-11e7-b451-f45c89b91419,ng",C0745136,non-entailment,tests_diseases,C0742078,,
"243fe39c-66c7-11e7-b451-f45c89b91419,ng",C0020473,non-entailment,tests_diseases,C0742078,,
"243fe39c-66c7-11e7-b451-f45c89b91419,ng",C0040997,non-entailment,tests_diseases,C0742078,,
"243fe39c-66c7-11e7-b451-f45c89b91419,ng",C0040997,non-entailment,tests_diseases,C0742078,,
"243fe39c-66c7-11e7-b451-f45c89b91419,ng",C0878544,non-entailment,tests_diseases,C0742078,,
"243fe39c-66c7-11e7-b451-f45c89b91419,ng",C0011168,non-entailment,tests_diseases,C0742078,,
"243fe39c-66c7-11e7-b451-f45c89b91419,ng",C0007177,non-entailment,tests_diseases,C0742078,,
24420708-66c7-11e7-bc23-f45c89b91419,C0042373,entailment,tests_diseases,C0042373,18,36
"24420708-66c7-11e7-bc23-f45c89b91419,ng",C0023212,non-entailment,tests_diseases,C0042373,,
"24420708-66c7-11e7-bc23-f45c89b91419,ng",C0041952,non-entailment,tests_diseases,C0042373,,
"24420708-66c7-11e7-bc23-f45c89b91419,ng",C0025517,non-entailment,tests_diseases,C0042373,,
"24420708-66c7-11e7-bc23-f45c89b91419,ng",C0017168,non-entailment,tests_diseases,C0042373,,
"24420708-66c7-11e7-bc23-f45c89b91419,ng",C0151740,non-entailment,tests_diseases,C0042373,,
"24420708-66c7-11e7-bc23-f45c89b91419,ng",C0038454,non-entailment,tests_diseases,C0042373,,
"24420708-66c7-11e7-bc23-f45c89b91419,ng",C0746883,non-entailment,tests_diseases,C0042373,,
"24420708-66c7-11e7-bc23-f45c89b91419,ng",C0014868,non-entailment,tests_diseases,C0042373,,
"24420708-66c7-11e7-bc23-f45c89b91419,ng",C0011880,non-entailment,tests_diseases,C0042373,,
"24420708-66c7-11e7-bc23-f45c89b91419,ng",C0014179,non-entailment,tests_diseases,C0042373,,
24423b80-66c7-11e7-a634-f45c89b91419,C0272285,entailment,tests_diseases,C0272285,16,19
"24423b80-66c7-11e7-a634-f45c89b91419,ng",C0023212,non-entailment,tests_diseases,C0272285,,
"24423b80-66c7-11e7-a634-f45c89b91419,ng",C0018939,non-entailment,tests_diseases,C0272285,,
"24423b80-66c7-11e7-a634-f45c89b91419,ng",C0018802,non-entailment,tests_diseases,C0272285,,
"24423b80-66c7-11e7-a634-f45c89b91419,ng",C0018790,non-entailment,tests_diseases,C0272285,,
"24423b80-66c7-11e7-a634-f45c89b91419,ng",C0011168,non-entailment,tests_diseases,C0272285,,
"24423b80-66c7-11e7-a634-f45c89b91419,ng",C0742078,non-entailment,tests_diseases,C0272285,,
"24423b80-66c7-11e7-a634-f45c89b91419,ng",C0037278,non-entailment,tests_diseases,C0272285,,
"24423b80-66c7-11e7-a634-f45c89b91419,ng",C0018799,non-entailment,tests_diseases,C0272285,,
"24423b80-66c7-11e7-a634-f45c89b91419,ng",C0008325,non-entailment,tests_diseases,C0272285,,
"24423b80-66c7-11e7-a634-f45c89b91419,ng",C0034065,non-entailment,tests_diseases,C0272285,,
2446d5a8-66c7-11e7-904a-f45c89b91419,C0020538,entailment,tests_diseases,C0020538,19,31
"2446d5a8-66c7-11e7-904a-f45c89b91419,ng",C0027765,non-entailment,tests_diseases,C0020538,,
"2446d5a8-66c7-11e7-904a-f45c89b91419,ng",C0149871,non-entailment,tests_diseases,C0020538,,
"2446d5a8-66c7-11e7-904a-f45c89b91419,ng",C1410927,non-entailment,tests_diseases,C0020538,,
"2446d5a8-66c7-11e7-904a-f45c89b91419,ng",C0021390,non-entailment,tests_diseases,C0020538,,
"2446d5a8-66c7-11e7-904a-f45c89b91419,ng",C0340285,non-entailment,tests_diseases,C0020538,,
"2446d5a8-66c7-11e7-904a-f45c89b91419,ng",C0022661,non-entailment,tests_diseases,C0020538,,
"2446d5a8-66c7-11e7-904a-f45c89b91419,ng",C0042029,non-entailment,tests_diseases,C0020538,,
"2446d5a8-66c7-11e7-904a-f45c89b91419,ng",C0239946,non-entailment,tests_diseases,C0020538,,
"2446d5a8-66c7-11e7-904a-f45c89b91419,ng",C0007286,non-entailment,tests_diseases,C0020538,,
"2446d5a8-66c7-11e7-904a-f45c89b91419,ng",C0003507,non-entailment,tests_diseases,C0020538,,
24488d12-66c7-11e7-9a21-f45c89b91419,C0042029,entailment,tests_diseases,C0042029,34,57
"24488d12-66c7-11e7-9a21-f45c89b91419,ng",C0018790,non-entailment,tests_diseases,C0042029,,
"24488d12-66c7-11e7-9a21-f45c89b91419,ng",C0003504,non-entailment,tests_diseases,C0042029,,
"24488d12-66c7-11e7-9a21-f45c89b91419,ng",C0206062,non-entailment,tests_diseases,C0042029,,
"24488d12-66c7-11e7-9a21-f45c89b91419,ng",C0162871,non-entailment,tests_diseases,C0042029,,
"24488d12-66c7-11e7-9a21-f45c89b91419,ng",C0020305,non-entailment,tests_diseases,C0042029,,
"24488d12-66c7-11e7-9a21-f45c89b91419,ng",C0007286,non-entailment,tests_diseases,C0042029,,
"24488d12-66c7-11e7-9a21-f45c89b91419,ng",C0027868,non-entailment,tests_diseases,C0042029,,
"24488d12-66c7-11e7-9a21-f45c89b91419,ng",C0035204,non-entailment,tests_diseases,C0042029,,
"24488d12-66c7-11e7-9a21-f45c89b91419,ng",C0011854,non-entailment,tests_diseases,C0042029,,
"24488d12-66c7-11e7-9a21-f45c89b91419,ng",C0020443,non-entailment,tests_diseases,C0042029,,
2448b2b0-66c7-11e7-9562-f45c89b91419,C0002871,entailment,tests_diseases,C0002871,16,22
"2448b2b0-66c7-11e7-9562-f45c89b91419,ng",C0040997,non-entailment,tests_diseases,C0002871,,
"2448b2b0-66c7-11e7-9562-f45c89b91419,ng",C0034065,non-entailment,tests_diseases,C0002871,,
"2448b2b0-66c7-11e7-9562-f45c89b91419,ng",C0746883,non-entailment,tests_diseases,C0002871,,
"2448b2b0-66c7-11e7-9562-f45c89b91419,ng",C0034063,non-entailment,tests_diseases,C0002871,,
"2448b2b0-66c7-11e7-9562-f45c89b91419,ng",C0020538,non-entailment,tests_diseases,C0002871,,
"2448b2b0-66c7-11e7-9562-f45c89b91419,ng",C0020443,non-entailment,tests_diseases,C0002871,,
"2448b2b0-66c7-11e7-9562-f45c89b91419,ng",C0007177,non-entailment,tests_diseases,C0002871,,
"2448b2b0-66c7-11e7-9562-f45c89b91419,ng",C0340285,non-entailment,tests_diseases,C0002871,,
"2448b2b0-66c7-11e7-9562-f45c89b91419,ng",C0020258,non-entailment,tests_diseases,C0002871,,
"2448b2b0-66c7-11e7-9562-f45c89b91419,ng",C0008311,non-entailment,tests_diseases,C0002871,,
2448ceba-66c7-11e7-998c-f45c89b91419,C0004610,entailment,tests_diseases,C0004610,15,25
"2448ceba-66c7-11e7-998c-f45c89b91419,ng",C0008325,non-entailment,tests_diseases,C0004610,,
"2448ceba-66c7-11e7-998c-f45c89b91419,ng",C0022660,non-entailment,tests_diseases,C0004610,,
"2448ceba-66c7-11e7-998c-f45c89b91419,ng",C0742078,non-entailment,tests_diseases,C0004610,,
"2448ceba-66c7-11e7-998c-f45c89b91419,ng",C0242966,non-entailment,tests_diseases,C0004610,,
"2448ceba-66c7-11e7-998c-f45c89b91419,ng",C0003507,non-entailment,tests_diseases,C0004610,,
"2448ceba-66c7-11e7-998c-f45c89b91419,ng",C0746731,non-entailment,tests_diseases,C0004610,,
"2448ceba-66c7-11e7-998c-f45c89b91419,ng",C1384641,non-entailment,tests_diseases,C0004610,,
"2448ceba-66c7-11e7-998c-f45c89b91419,ng",C0085096,non-entailment,tests_diseases,C0004610,,
"2448ceba-66c7-11e7-998c-f45c89b91419,ng",C0585105,non-entailment,tests_diseases,C0004610,,
"2448ceba-66c7-11e7-998c-f45c89b91419,ng",C0022116,non-entailment,tests_diseases,C0004610,,
18935d08-66c7-11e7-9ed4-f45c89b91419,C0003962,entailment,tests_diseases,C0003962,16,23
"18935d08-66c7-11e7-9ed4-f45c89b91419,ng",C0340285,non-entailment,tests_diseases,C0003962,,
"18935d08-66c7-11e7-9ed4-f45c89b91419,ng",C0017160,non-entailment,tests_diseases,C0003962,,
"18935d08-66c7-11e7-9ed4-f45c89b91419,ng",C0458219,non-entailment,tests_diseases,C0003962,,
"18935d08-66c7-11e7-9ed4-f45c89b91419,ng",C0002965,non-entailment,tests_diseases,C0003962,,
"18935d08-66c7-11e7-9ed4-f45c89b91419,ng",C0242966,non-entailment,tests_diseases,C0003962,,
"18935d08-66c7-11e7-9ed4-f45c89b91419,ng",C0020258,non-entailment,tests_diseases,C0003962,,
"18935d08-66c7-11e7-9ed4-f45c89b91419,ng",C0004153,non-entailment,tests_diseases,C0003962,,
"18935d08-66c7-11e7-9ed4-f45c89b91419,ng",C0014335,non-entailment,tests_diseases,C0003962,,
"18935d08-66c7-11e7-9ed4-f45c89b91419,ng",C0027868,non-entailment,tests_diseases,C0003962,,
"18935d08-66c7-11e7-9ed4-f45c89b91419,ng",C0020676,non-entailment,tests_diseases,C0003962,,
18956954-66c7-11e7-acf2-f45c89b91419,C0878544,entailment,tests_diseases,C0878544,12,26
"18956954-66c7-11e7-acf2-f45c89b91419,ng",C0264733,non-entailment,tests_diseases,C0878544,,
"18956954-66c7-11e7-acf2-f45c89b91419,ng",C0030305,non-entailment,tests_diseases,C0878544,,
"18956954-66c7-11e7-acf2-f45c89b91419,ng",C0020443,non-entailment,tests_diseases,C0878544,,
"18956954-66c7-11e7-acf2-f45c89b91419,ng",C0585105,non-entailment,tests_diseases,C0878544,,
"18956954-66c7-11e7-acf2-f45c89b91419,ng",C0014335,non-entailment,tests_diseases,C0878544,,
"18956954-66c7-11e7-acf2-f45c89b91419,ng",C0017168,non-entailment,tests_diseases,C0878544,,
"18956954-66c7-11e7-acf2-f45c89b91419,ng",C0020258,non-entailment,tests_diseases,C0878544,,
"18956954-66c7-11e7-acf2-f45c89b91419,ng",C0007282,non-entailment,tests_diseases,C0878544,,
"18956954-66c7-11e7-acf2-f45c89b91419,ng",C0018939,non-entailment,tests_diseases,C0878544,,
"18956954-66c7-11e7-acf2-f45c89b91419,ng",C0085605,non-entailment,tests_diseases,C0878544,,
1898fca4-66c7-11e7-8a4a-f45c89b91419,C0024115,entailment,tests_diseases,C0024115,18,37
"1898fca4-66c7-11e7-8a4a-f45c89b91419,ng",C0007282,non-entailment,symptoms_diseases,C0024115,,
"1898fca4-66c7-11e7-8a4a-f45c89b91419,ng",C0155626,non-entailment,symptoms_diseases,C0024115,,
"1898fca4-66c7-11e7-8a4a-f45c89b91419,ng",C0007282,non-entailment,symptoms_diseases,C0024115,,
"1898fca4-66c7-11e7-8a4a-f45c89b91419,ng",C0020676,non-entailment,symptoms_diseases,C0024115,,
"1898fca4-66c7-11e7-8a4a-f45c89b91419,ng",C0149871,non-entailment,symptoms_diseases,C0024115,,
"1898fca4-66c7-11e7-8a4a-f45c89b91419,ng",C0020305,non-entailment,symptoms_diseases,C0024115,,
"1898fca4-66c7-11e7-8a4a-f45c89b91419,ng",C0242966,non-entailment,symptoms_diseases,C0024115,,
"1898fca4-66c7-11e7-8a4a-f45c89b91419,ng",C0729552,non-entailment,symptoms_diseases,C0024115,,
"1898fca4-66c7-11e7-8a4a-f45c89b91419,ng",C0275518,non-entailment,symptoms_diseases,C0024115,,
"1898fca4-66c7-11e7-8a4a-f45c89b91419,ng",C0742078,non-entailment,symptoms_diseases,C0024115,,
"1898fca4-66c7-11e7-8a4a-f45c89b91419,ng",C0023895,non-entailment,tests_diseases,C0024115,,
"1898fca4-66c7-11e7-8a4a-f45c89b91419,ng",C0015544,non-entailment,tests_diseases,C0024115,,
"1898fca4-66c7-11e7-8a4a-f45c89b91419,ng",C1260873,non-entailment,tests_diseases,C0024115,,
"1898fca4-66c7-11e7-8a4a-f45c89b91419,ng",C0002940,non-entailment,tests_diseases,C0024115,,
"1898fca4-66c7-11e7-8a4a-f45c89b91419,ng",C0011860,non-entailment,tests_diseases,C0024115,,
"1898fca4-66c7-11e7-8a4a-f45c89b91419,ng",C0003507,non-entailment,tests_diseases,C0024115,,
"1898fca4-66c7-11e7-8a4a-f45c89b91419,ng",C0003507,non-entailment,tests_diseases,C0024115,,
"1898fca4-66c7-11e7-8a4a-f45c89b91419,ng",C0014868,non-entailment,tests_diseases,C0024115,,
"1898fca4-66c7-11e7-8a4a-f45c89b91419,ng",C0546817,non-entailment,tests_diseases,C0024115,,
"1898fca4-66c7-11e7-8a4a-f45c89b91419,ng",C0014335,non-entailment,tests_diseases,C0024115,,
18994f1a-66c7-11e7-9b54-f45c89b91419,C0403447,entailment,tests_diseases,C0403447,16,38
"18994f1a-66c7-11e7-9b54-f45c89b91419,ng",C0008325,non-entailment,tests_diseases,C0403447,,
"18994f1a-66c7-11e7-9b54-f45c89b91419,ng",C0020676,non-entailment,tests_diseases,C0403447,,
"18994f1a-66c7-11e7-9b54-f45c89b91419,ng",C0004623,non-entailment,tests_diseases,C0403447,,
"18994f1a-66c7-11e7-9b54-f45c89b91419,ng",C0003507,non-entailment,tests_diseases,C0403447,,
"18994f1a-66c7-11e7-9b54-f45c89b91419,ng",C0155668,non-entailment,tests_diseases,C0403447,,
"18994f1a-66c7-11e7-9b54-f45c89b91419,ng",C0031039,non-entailment,tests_diseases,C0403447,,
"18994f1a-66c7-11e7-9b54-f45c89b91419,ng",C0027868,non-entailment,tests_diseases,C0403447,,
"18994f1a-66c7-11e7-9b54-f45c89b91419,ng",C1410927,non-entailment,tests_diseases,C0403447,,
"18994f1a-66c7-11e7-9b54-f45c89b91419,ng",C0745136,non-entailment,tests_diseases,C0403447,,
"18994f1a-66c7-11e7-9b54-f45c89b91419,ng",C0155626,non-entailment,tests_diseases,C0403447,,
189c2ad2-66c7-11e7-9149-f45c89b91419,C0018802,entailment,tests_diseases,C0018802,16,40
"189c2ad2-66c7-11e7-9149-f45c89b91419,ng",C0011860,non-entailment,tests_diseases,C0018802,,
"189c2ad2-66c7-11e7-9149-f45c89b91419,ng",C0037278,non-entailment,tests_diseases,C0018802,,
"189c2ad2-66c7-11e7-9149-f45c89b91419,ng",C1410927,non-entailment,tests_diseases,C0018802,,
"189c2ad2-66c7-11e7-9149-f45c89b91419,ng",C0011168,non-entailment,tests_diseases,C0018802,,
"189c2ad2-66c7-11e7-9149-f45c89b91419,ng",C0003507,non-entailment,tests_diseases,C0018802,,
"189c2ad2-66c7-11e7-9149-f45c89b91419,ng",C0030469,non-entailment,tests_diseases,C0018802,,
"189c2ad2-66c7-11e7-9149-f45c89b91419,ng",C0014868,non-entailment,tests_diseases,C0018802,,
"189c2ad2-66c7-11e7-9149-f45c89b91419,ng",C0017160,non-entailment,tests_diseases,C0018802,,
"189c2ad2-66c7-11e7-9149-f45c89b91419,ng",C1145670,non-entailment,tests_diseases,C0018802,,
"189c2ad2-66c7-11e7-9149-f45c89b91419,ng",C0085581,non-entailment,tests_diseases,C0018802,,
189cf35c-66c7-11e7-a9b0-f45c89b91419,C0022658,entailment,tests_diseases,C0022658,16,30
"189cf35c-66c7-11e7-a9b0-f45c89b91419,ng",C0040997,non-entailment,tests_diseases,C0022658,,
"189cf35c-66c7-11e7-a9b0-f45c89b91419,ng",C0264490,non-entailment,tests_diseases,C0022658,,
"189cf35c-66c7-11e7-a9b0-f45c89b91419,ng",C0745136,non-entailment,tests_diseases,C0022658,,
"189cf35c-66c7-11e7-a9b0-f45c89b91419,ng",C0546817,non-entailment,tests_diseases,C0022658,,
"189cf35c-66c7-11e7-a9b0-f45c89b91419,ng",C0264714,non-entailment,tests_diseases,C0022658,,
"189cf35c-66c7-11e7-a9b0-f45c89b91419,ng",C0011334,non-entailment,tests_diseases,C0022658,,
"189cf35c-66c7-11e7-a9b0-f45c89b91419,ng",C0004153,non-entailment,tests_diseases,C0022658,,
"189cf35c-66c7-11e7-a9b0-f45c89b91419,ng",C0007177,non-entailment,tests_diseases,C0022658,,
"189cf35c-66c7-11e7-a9b0-f45c89b91419,ng",C0020443,non-entailment,tests_diseases,C0022658,,
"189cf35c-66c7-11e7-a9b0-f45c89b91419,ng",C0024115,non-entailment,tests_diseases,C0022658,,
1f2ac674-66c7-11e7-8ab8-f45c89b91419,C0019372,entailment,tests_diseases,C0019372,18,40
"1f2ac674-66c7-11e7-8ab8-f45c89b91419,ng",C0020443,non-entailment,tests_diseases,C0019372,,
"1f2ac674-66c7-11e7-8ab8-f45c89b91419,ng",C0022661,non-entailment,tests_diseases,C0019372,,
"1f2ac674-66c7-11e7-8ab8-f45c89b91419,ng",C0017160,non-entailment,tests_diseases,C0019372,,
"1f2ac674-66c7-11e7-8ab8-f45c89b91419,ng",C0040583,non-entailment,tests_diseases,C0019372,,
"1f2ac674-66c7-11e7-8ab8-f45c89b91419,ng",C0746883,non-entailment,tests_diseases,C0019372,,
"1f2ac674-66c7-11e7-8ab8-f45c89b91419,ng",C0021390,non-entailment,tests_diseases,C0019372,,
"1f2ac674-66c7-11e7-8ab8-f45c89b91419,ng",C0264490,non-entailment,tests_diseases,C0019372,,
"1f2ac674-66c7-11e7-8ab8-f45c89b91419,ng",C0002965,non-entailment,tests_diseases,C0019372,,
"1f2ac674-66c7-11e7-8ab8-f45c89b91419,ng",C0729552,non-entailment,tests_diseases,C0019372,,
"1f2ac674-66c7-11e7-8ab8-f45c89b91419,ng",C0151740,non-entailment,tests_diseases,C0019372,,
1f2c005c-66c7-11e7-906b-f45c89b91419,C1303258,entailment,tests_diseases,C1303258,19,30
"1f2c005c-66c7-11e7-906b-f45c89b91419,ng",C0020258,non-entailment,tests_diseases,C1303258,,
"1f2c005c-66c7-11e7-906b-f45c89b91419,ng",C0009319,non-entailment,tests_diseases,C1303258,,
"1f2c005c-66c7-11e7-906b-f45c89b91419,ng",C0042373,non-entailment,tests_diseases,C1303258,,
"1f2c005c-66c7-11e7-906b-f45c89b91419,ng",C0034065,non-entailment,tests_diseases,C1303258,,
"1f2c005c-66c7-11e7-906b-f45c89b91419,ng",C0009319,non-entailment,tests_diseases,C1303258,,
"1f2c005c-66c7-11e7-906b-f45c89b91419,ng",C1561643,non-entailment,tests_diseases,C1303258,,
"1f2c005c-66c7-11e7-906b-f45c89b91419,ng",C0003869,non-entailment,tests_diseases,C1303258,,
"1f2c005c-66c7-11e7-906b-f45c89b91419,ng",C0003504,non-entailment,tests_diseases,C1303258,,
"1f2c005c-66c7-11e7-906b-f45c89b91419,ng",C0746883,non-entailment,tests_diseases,C1303258,,
"1f2c005c-66c7-11e7-906b-f45c89b91419,ng",C0264733,non-entailment,tests_diseases,C1303258,,
1f2f83f8-66c7-11e7-a576-f45c89b91419,C0031039,entailment,tests_diseases,C0031039,18,38
"1f2f83f8-66c7-11e7-a576-f45c89b91419,ng",C0040558,non-entailment,tests_diseases,C0031039,,
"1f2f83f8-66c7-11e7-a576-f45c89b91419,ng",C0007785,non-entailment,tests_diseases,C0031039,,
"1f2f83f8-66c7-11e7-a576-f45c89b91419,ng",C0948089,non-entailment,tests_diseases,C0031039,,
"1f2f83f8-66c7-11e7-a576-f45c89b91419,ng",C0018802,non-entailment,tests_diseases,C0031039,,
"1f2f83f8-66c7-11e7-a576-f45c89b91419,ng",C0018802,non-entailment,tests_diseases,C0031039,,
"1f2f83f8-66c7-11e7-a576-f45c89b91419,ng",C0001175,non-entailment,tests_diseases,C0031039,,
"1f2f83f8-66c7-11e7-a576-f45c89b91419,ng",C0007177,non-entailment,tests_diseases,C0031039,,
"1f2f83f8-66c7-11e7-a576-f45c89b91419,ng",C0023895,non-entailment,tests_diseases,C0031039,,
"1f2f83f8-66c7-11e7-a576-f45c89b91419,ng",C0015544,non-entailment,tests_diseases,C0031039,,
"1f2f83f8-66c7-11e7-a576-f45c89b91419,ng",C0546817,non-entailment,tests_diseases,C0031039,,
1f30367e-66c7-11e7-9b85-f45c89b91419,C0085605,entailment,tests_diseases,C0085605,16,29
"1f30367e-66c7-11e7-9b85-f45c89b91419,ng",C0007177,non-entailment,tests_diseases,C0085605,,
"1f30367e-66c7-11e7-9b85-f45c89b91419,ng",C0746883,non-entailment,tests_diseases,C0085605,,
"1f30367e-66c7-11e7-9b85-f45c89b91419,ng",C0041912,non-entailment,tests_diseases,C0085605,,
"1f30367e-66c7-11e7-9b85-f45c89b91419,ng",C0011175,non-entailment,tests_diseases,C0085605,,
"1f30367e-66c7-11e7-9b85-f45c89b91419,ng",C0746883,non-entailment,tests_diseases,C0085605,,
"1f30367e-66c7-11e7-9b85-f45c89b91419,ng",C0002965,non-entailment,tests_diseases,C0085605,,
"1f30367e-66c7-11e7-9b85-f45c89b91419,ng",C0032285,non-entailment,tests_diseases,C0085605,,
"1f30367e-66c7-11e7-9b85-f45c89b91419,ng",C0022638,non-entailment,tests_diseases,C0085605,,
"1f30367e-66c7-11e7-9b85-f45c89b91419,ng",C0019064,non-entailment,tests_diseases,C0085605,,
"1f30367e-66c7-11e7-9b85-f45c89b91419,ng",C0018801,non-entailment,tests_diseases,C0085605,,
1f310ee4-66c7-11e7-a962-f45c89b91419,C0020456,entailment,tests_diseases,C0020456,16,29
"1f310ee4-66c7-11e7-a962-f45c89b91419,ng",C0022638,non-entailment,tests_diseases,C0020456,,
"1f310ee4-66c7-11e7-a962-f45c89b91419,ng",C0004364,non-entailment,tests_diseases,C0020456,,
"1f310ee4-66c7-11e7-a962-f45c89b91419,ng",C0340643,non-entailment,tests_diseases,C0020456,,
"1f310ee4-66c7-11e7-a962-f45c89b91419,ng",C0856747,non-entailment,tests_diseases,C0020456,,
"1f310ee4-66c7-11e7-a962-f45c89b91419,ng",C0031350,non-entailment,tests_diseases,C0020456,,
"1f310ee4-66c7-11e7-a962-f45c89b91419,ng",C0340288,non-entailment,tests_diseases,C0020456,,
"1f310ee4-66c7-11e7-a962-f45c89b91419,ng",C1260873,non-entailment,tests_diseases,C0020456,,
"1f310ee4-66c7-11e7-a962-f45c89b91419,ng",C0037278,non-entailment,tests_diseases,C0020456,,
"1f310ee4-66c7-11e7-a962-f45c89b91419,ng",C0035078,non-entailment,tests_diseases,C0020456,,
"1f310ee4-66c7-11e7-a962-f45c89b91419,ng",C0085581,non-entailment,tests_diseases,C0020456,,
1f318086-66c7-11e7-9a6d-f45c89b91419,C0018801,entailment,tests_diseases,C0018801,12,25
"1f318086-66c7-11e7-9a6d-f45c89b91419,ng",C0037199,non-entailment,tests_diseases,C0018801,,
