pair_id,CUI,label,original_cui,start_index,end_index
"242d5542-66c7-11e7-b796-f45c89b91419,ng",C0034063,non-entailment,C0009450,,
"241d7a3a-66c7-11e7-a800-f45c89b91419,ng",C0403447,non-entailment,C0010054,,
"243e546e-66c7-11e7-83a3-f45c89b91419,ng",C0007282,non-entailment,C0014544,,
"242f6d50-66c7-11e7-83a2-f45c89b91419,ng",C0023890,non-entailment,C0040583,,
"242c4940-66c7-11e7-850c-f45c89b91419,ng",C0010068,non-entailment,C0018790,,
"243d35a4-66c7-11e7-984a-f45c89b91419,ng",C0009450,non-entailment,C0020538,,
1f36b422-66c7-11e7-b056-f45c89b91419,C0042029,entailment,C0042029,15,39
"241facee-66c7-11e7-8cbc-f45c89b91419,ng",C0149931,non-entailment,C0002871,,
"240a92b6-66c7-11e7-8e6d-f45c89b91419,ng",C0149721,non-entailment,C0035078,,
"240e61f0-66c7-11e7-94ef-f45c89b91419,ng",C0025517,non-entailment,C0030305,,
"2429a5ee-66c7-11e7-8904-f45c89b91419,ng",C0007273,non-entailment,C0150055,,
"189bf1f4-66c7-11e7-bc85-f45c89b91419,ng",C0876973,non-entailment,C0007282,,
"189d196c-66c7-11e7-a5a0-f45c89b91419,ng",C0023895,non-entailment,C0018799,,
"23f821f6-66c7-11e7-883c-f45c89b91419,ng",C0010068,non-entailment,C0018801,,
"1f2eaa5a-66c7-11e7-b4e6-f45c89b91419,ng",C0022660,non-entailment,C0020542,,
"23fcb5c0-66c7-11e7-bc68-f45c89b91419,ng",C0020676,non-entailment,C0027051,,
"23efe950-66c7-11e7-a93a-f45c89b91419,ng",C0152020,non-entailment,C0018799,,
"2423cf1a-66c7-11e7-9465-f45c89b91419,ng",C0403447,non-entailment,C0004096,,
"2418df22-66c7-11e7-a5b6-f45c89b91419,ng",C0149931,non-entailment,C0018802,,
24180976-66c7-11e7-b435-f45c89b91419,C0150055,entailment,C0150055,13,25
"189a0cf0-66c7-11e7-aba1-f45c89b91419,ng",C0876973,non-entailment,C0022660,,
"2425d8b0-66c7-11e7-83bc-f45c89b91419,ng",C1527303,non-entailment,C0027051,,
"242bcc06-66c7-11e7-8e8d-f45c89b91419,ng",C0018790,non-entailment,C0032326,,
"241c2ccc-66c7-11e7-8c9f-f45c89b91419,ng",C1527303,non-entailment,C0155626,,
"2402a7de-66c7-11e7-8392-f45c89b91419,ng",C0014009,non-entailment,C0030305,,
"2411310a-66c7-11e7-888d-f45c89b91419,ng",C0038449,non-entailment,C0032285,,
"23ef0ca6-66c7-11e7-8d41-f45c89b91419,ng",C0004364,non-entailment,C0042029,,
"23f33682-66c7-11e7-90c4-f45c89b91419,ng",C0007787,non-entailment,C0022661,,
"189746fe-66c7-11e7-b3e5-f45c89b91419,ng",C0042345,non-entailment,C0023895,,
"189746fe-66c7-11e7-b3e5-f45c89b91419,ng",C0018790,non-entailment,C0023895,,
23fc326e-66c7-11e7-a1b2-f45c89b91419,C1960800,entailment,C1960800,17,41
"241facee-66c7-11e7-8cbc-f45c89b91419,ng",C0022661,non-entailment,C0002871,,
"23ff4e5c-66c7-11e7-b6e5-f45c89b91419,ng",C0236073,non-entailment,C0020542,,
"23f25258-66c7-11e7-be33-f45c89b91419,ng",C0018790,non-entailment,C0017168,,
"241f9128-66c7-11e7-bed7-f45c89b91419,ng",C0042345,non-entailment,C0520679,,
1f32a0b0-66c7-11e7-bd1c-f45c89b91419,C0019348,entailment,C0019348,29,32
"241c2ccc-66c7-11e7-8c9f-f45c89b91419,ng",C0149931,non-entailment,C0155626,,
"1f301528-66c7-11e7-ae46-f45c89b91419,ng",C0037199,non-entailment,C0038454,,
"24257d2c-66c7-11e7-9a5e-f45c89b91419,ng",C0010068,non-entailment,C0002965,,
"1894640a-66c7-11e7-a0dc-f45c89b91419,ng",C0587044,non-entailment,C0014544,,
"18937ca2-66c7-11e7-8c7d-f45c89b91419,ng",C0014118,non-entailment,C0018802,,
"2400437e-66c7-11e7-b8c3-f45c89b91419,ng",C0565599,non-entailment,C0024117,,
"243e8718-66c7-11e7-8f2f-f45c89b91419,ng",C0002965,non-entailment,C0004096,,
"23f29024-66c7-11e7-8064-f45c89b91419,ng",C0403447,non-entailment,C0236073,,
"243e8718-66c7-11e7-8f2f-f45c89b91419,ng",C0030312,non-entailment,C0004096,,
"1f3547b6-66c7-11e7-9d04-f45c89b91419,ng",C0235329,non-entailment,C0565599,,
"23fd4f00-66c7-11e7-9b69-f45c89b91419,ng",C0003864,non-entailment,C0679247,,
"23f9e0f4-66c7-11e7-91bc-f45c89b91419,ng",C0018099,non-entailment,C0162871,,
"24111cc6-66c7-11e7-a6be-f45c89b91419,ng",C0027051,non-entailment,C0022661,,
24204474-66c7-11e7-833a-f45c89b91419,C0020538,entailment,C0020538,16,35
"189e8e12-66c7-11e7-8a0c-f45c89b91419,ng",C0558382,non-entailment,C0003504,,
241c2ccc-66c7-11e7-8c9f-f45c89b91419,C0155626,entailment,C0155626,20,47
"24464d36-66c7-11e7-93c6-f45c89b91419,ng",C0003504,non-entailment,C0020538,,
"23efe950-66c7-11e7-a93a-f45c89b91419,ng",C0003486,non-entailment,C0018799,,
"23ecad24-66c7-11e7-b910-f45c89b91419,ng",C0694549,non-entailment,C0032227,,
23ef22b8-66c7-11e7-93e1-f45c89b91419,C0020538,entailment,C0020538,17,29
"1f333db8-66c7-11e7-96b0-f45c89b91419,ng",C0038454,non-entailment,C0018790,,
"243d7e68-66c7-11e7-afd4-f45c89b91419,ng",C1527303,non-entailment,C0007194,,
"2437efd2-66c7-11e7-9326-f45c89b91419,ng",C0002965,non-entailment,C0042029,,
"2429943e-66c7-11e7-927a-f45c89b91419,ng",C0040583,non-entailment,C0018802,,
"18938c92-66c7-11e7-90e0-f45c89b91419,ng",C0022104,non-entailment,C0017168,,
"18963c80-66c7-11e7-a6d2-f45c89b91419,ng",C0012813,non-entailment,C0020456,,
"241ae736-66c7-11e7-9af3-f45c89b91419,ng",C0012819,non-entailment,C0020676,,
"241d7a3a-66c7-11e7-a800-f45c89b91419,ng",C0262655,non-entailment,C0010054,,
"242a6ac6-66c7-11e7-b43f-f45c89b91419,ng",C0002940,non-entailment,C0003507,,
"23fff05c-66c7-11e7-93d4-f45c89b91419,ng",C0042345,non-entailment,C0007282,,
"2439b5f8-66c7-11e7-a0db-f45c89b91419,ng",C1527303,non-entailment,C0018802,,
"23fe5cb0-66c7-11e7-840f-f45c89b91419,ng",C0024115,non-entailment,C0018802,,
23f43abe-66c7-11e7-84c5-f45c89b91419,C0494475,entailment,C0494475,11,31
"241f9128-66c7-11e7-bed7-f45c89b91419,ng",C0149721,non-entailment,C0520679,,
"23fc2634-66c7-11e7-a899-f45c89b91419,ng",C0008325,non-entailment,C0020542,,
"24150822-66c7-11e7-b3d8-f45c89b91419,ng",C0038454,non-entailment,C0002871,,
"2418145c-66c7-11e7-aa8a-f45c89b91419,ng",C0007766,non-entailment,C0012813,,
"23f038ba-66c7-11e7-9871-f45c89b91419,ng",C0010068,non-entailment,C0018802,,
"242e3ec6-66c7-11e7-8ab8-f45c89b91419,ng",C0024131,non-entailment,C0398623,,
"1f337690-66c7-11e7-bca3-f45c89b91419,ng",C0035078,non-entailment,C0149871,,
242f575c-66c7-11e7-a5ec-f45c89b91419,C0235329,entailment,C0235329,11,34
"2401d780-66c7-11e7-986f-f45c89b91419,ng",C0027765,non-entailment,C0014009,,
"241f9128-66c7-11e7-bed7-f45c89b91419,ng",C0030312,non-entailment,C0520679,,
"24204474-66c7-11e7-833a-f45c89b91419,ng",C0013182,non-entailment,C0020538,,
"1f302b94-66c7-11e7-b5a0-f45c89b91419,ng",C0003507,non-entailment,C0032285,,
"24395892-66c7-11e7-93f9-f45c89b91419,ng",C0742758,non-entailment,C0162316,,
"23f821f6-66c7-11e7-883c-f45c89b91419,ng",C0162871,non-entailment,C0018801,,
"24484e88-66c7-11e7-8aa3-f45c89b91419,ng",C0013182,non-entailment,C0235329,,
"1f36a9c6-66c7-11e7-8519-f45c89b91419,ng",C0520679,non-entailment,C0235329,,
23f9e0f4-66c7-11e7-91bc-f45c89b91419,C0162871,entailment,C0162871,13,38
"23f4254c-66c7-11e7-b0de-f45c89b91419,ng",C0162871,non-entailment,C0004096,,
"23fa3880-66c7-11e7-80c2-f45c89b91419,ng",C0679247,non-entailment,C0018790,,
"1f302b94-66c7-11e7-b5a0-f45c89b91419,ng",C0018802,non-entailment,C0032285,,
"23f038ba-66c7-11e7-9871-f45c89b91419,ng",C0003507,non-entailment,C0018802,,
"2400437e-66c7-11e7-b8c3-f45c89b91419,ng",C0032285,non-entailment,C0024117,,
"189bd42e-66c7-11e7-bb0e-f45c89b91419,ng",C0025517,non-entailment,C0235329,,
"243d8c50-66c7-11e7-a110-f45c89b91419,ng",C0565599,non-entailment,C0024117,,
"23f29024-66c7-11e7-8064-f45c89b91419,ng",C0011168,non-entailment,C0236073,,
"2426decc-66c7-11e7-823c-f45c89b91419,ng",C1527303,non-entailment,C0042029,,
"2420c994-66c7-11e7-9f2f-f45c89b91419,ng",C0008325,non-entailment,C0024115,,
"1f36b422-66c7-11e7-b056-f45c89b91419,ng",C0040583,non-entailment,C0042029,,
"23fdbdd2-66c7-11e7-99dd-f45c89b91419,ng",C0494475,non-entailment,C0022661,,
"242f8164-66c7-11e7-9caa-f45c89b91419,ng",C0003504,non-entailment,C0037315,,
"1f366894-66c7-11e7-820b-f45c89b91419,ng",C0007787,non-entailment,C0020538,,
"242c611e-66c7-11e7-9b73-f45c89b91419,ng",C0001339,non-entailment,C0032285,,
"2402a7de-66c7-11e7-8392-f45c89b91419,ng",C0030283,non-entailment,C0030305,,
"2411310a-66c7-11e7-888d-f45c89b91419,ng",C0403447,non-entailment,C0032285,,
"242d5542-66c7-11e7-b796-f45c89b91419,ng",C0040583,non-entailment,C0009450,,
"242f6d50-66c7-11e7-83a2-f45c89b91419,ng",C0023895,non-entailment,C0040583,,
"240cedfa-66c7-11e7-8f92-f45c89b91419,ng",C0003504,non-entailment,C0024117,,
"18937ca2-66c7-11e7-8c7d-f45c89b91419,ng",C0022104,non-entailment,C0018802,,
"18947a12-66c7-11e7-92a0-f45c89b91419,ng",C0876973,non-entailment,C0002871,,
"2428d530-66c7-11e7-a04a-f45c89b91419,ng",C0011860,non-entailment,C0042029,,
2411310a-66c7-11e7-888d-f45c89b91419,C0032285,entailment,C0032285,30,39
"23f9a622-66c7-11e7-82df-f45c89b91419,ng",C0011854,non-entailment,C0026267,,
18949330-66c7-11e7-9b70-f45c89b91419,C0151293,entailment,C0151293,17,34
"2412e96e-66c7-11e7-9954-f45c89b91419,ng",C1527303,non-entailment,C0042029,,
"2423cf1a-66c7-11e7-9465-f45c89b91419,ng",C0162871,non-entailment,C0004096,,
"2436b934-66c7-11e7-a526-f45c89b91419,ng",C0013182,non-entailment,C0020538,,
"241ea812-66c7-11e7-b42f-f45c89b91419,ng",C0018790,non-entailment,C0042029,,
1f2ace12-66c7-11e7-855d-f45c89b91419,C0011860,entailment,C0011860,17,32
"2420c994-66c7-11e7-9f2f-f45c89b91419,ng",C0149931,non-entailment,C0024115,,
"24373788-66c7-11e7-9448-f45c89b91419,ng",C0155909,non-entailment,C0014118,,
"2431a0ca-66c7-11e7-a2c0-f45c89b91419,ng",C0236073,non-entailment,C0001339,,
"2421aaba-66c7-11e7-8244-f45c89b91419,ng",C0007766,non-entailment,C0155909,,
"2424a08c-66c7-11e7-859e-f45c89b91419,ng",C0014118,non-entailment,C0403447,,
"2426decc-66c7-11e7-823c-f45c89b91419,ng",C0024131,non-entailment,C0042029,,
"243d8c50-66c7-11e7-a110-f45c89b91419,ng",C0008325,non-entailment,C0024117,,
"1f300166-66c7-11e7-afd7-f45c89b91419,ng",C1510654,non-entailment,C0011860,,
"2411185a-66c7-11e7-b5ee-f45c89b91419,ng",C0035439,non-entailment,C0032371,,
"240c9938-66c7-11e7-b43d-f45c89b91419,ng",C0030305,non-entailment,C0038454,,
"242bcc06-66c7-11e7-8e8d-f45c89b91419,ng",C0018802,non-entailment,C0032326,,
23f3ff1a-66c7-11e7-b188-f45c89b91419,C0018799,entailment,C0018799,17,30
"1893f34c-66c7-11e7-a61f-f45c89b91419,ng",C0398623,non-entailment,C0010054,,
"24137780-66c7-11e7-b93e-f45c89b91419,ng",C0022104,non-entailment,C0023890,,
"23f0cbe8-66c7-11e7-b99c-f45c89b91419,ng",C0023890,non-entailment,C0019196,,
"2437d3a8-66c7-11e7-a1a5-f45c89b91419,ng",C1510654,non-entailment,C0694549,,
"24180976-66c7-11e7-b435-f45c89b91419,ng",C0876973,non-entailment,C0150055,,
"24148242-66c7-11e7-816e-f45c89b91419,ng",C0019348,non-entailment,C0020538,,
"1f36c686-66c7-11e7-9dba-f45c89b91419,ng",C0032227,non-entailment,C0038454,,
"24372692-66c7-11e7-b324-f45c89b91419,ng",C0008325,non-entailment,C0149801,,
2424a08c-66c7-11e7-859e-f45c89b91419,C0403447,entailment,C0403447,17,39
"24204474-66c7-11e7-833a-f45c89b91419,ng",C0026267,non-entailment,C0020538,,
"1f366894-66c7-11e7-820b-f45c89b91419,ng",C0023895,non-entailment,C0020538,,
"24484e88-66c7-11e7-8aa3-f45c89b91419,ng",C0442874,non-entailment,C0235329,,
"18933d64-66c7-11e7-874c-f45c89b91419,ng",C0003504,non-entailment,C0020456,,
1f2d4f5c-66c7-11e7-91f2-f45c89b91419,C0038454,entailment,C0038454,19,25
"18947a12-66c7-11e7-92a0-f45c89b91419,ng",C0027051,non-entailment,C0002871,,
"240f13d2-66c7-11e7-8bdb-f45c89b91419,ng",C0149721,non-entailment,C0003507,,
"24071050-66c7-11e7-91fd-f45c89b91419,ng",C0023890,non-entailment,C0010054,,
"1899f6f4-66c7-11e7-baa4-f45c89b91419,ng",C1959583,non-entailment,C0018099,,
"2428e0a2-66c7-11e7-a7c3-f45c89b91419,ng",C0021843,non-entailment,C0018790,,
"18937ca2-66c7-11e7-8c7d-f45c89b91419,ng",C0020676,non-entailment,C0018802,,
"189746fe-66c7-11e7-b3e5-f45c89b91419,ng",C0042029,non-entailment,C0023895,,
"241f3e58-66c7-11e7-9d85-f45c89b91419,ng",C0011168,non-entailment,C0024115,,
241acbac-66c7-11e7-9650-f45c89b91419,C0022661,entailment,C0022661,17,40
242eae42-66c7-11e7-b8ce-f45c89b91419,C0030283,entailment,C0030283,17,47
"240a92b6-66c7-11e7-8e6d-f45c89b91419,ng",C0011860,non-entailment,C0035078,,
"1f2eaa5a-66c7-11e7-b4e6-f45c89b91419,ng",C0019196,non-entailment,C0020542,,
"23fc0a8c-66c7-11e7-8389-f45c89b91419,ng",C0020456,non-entailment,C0262655,,
"23eea75c-66c7-11e7-bf44-f45c89b91419,ng",C0151517,non-entailment,C0015230,,
"24395892-66c7-11e7-93f9-f45c89b91419,ng",C0025517,non-entailment,C0162316,,
"18938c92-66c7-11e7-90e0-f45c89b91419,ng",C0011849,non-entailment,C0017168,,
"242f0f54-66c7-11e7-acc0-f45c89b91419,ng",C0679247,non-entailment,C0032227,,
"1f2f6564-66c7-11e7-9ada-f45c89b91419,ng",C0027051,non-entailment,C0020456,,
"242c611e-66c7-11e7-9b73-f45c89b91419,ng",C0155626,non-entailment,C0032285,,
"18961908-66c7-11e7-931d-f45c89b91419,ng",C0042029,non-entailment,C0035439,,
"23ff4e5c-66c7-11e7-b6e5-f45c89b91419,ng",C0038449,non-entailment,C0020542,,
"23f98aee-66c7-11e7-9300-f45c89b91419,ng",C0011880,non-entailment,C0085615,,
"24139e36-66c7-11e7-a24d-f45c89b91419,ng",C1527303,non-entailment,C0150055,,
"243f5062-66c7-11e7-8fe6-f45c89b91419,ng",C0007787,non-entailment,C0037315,,
"18938c92-66c7-11e7-90e0-f45c89b91419,ng",C0242231,non-entailment,C0017168,,
"18932266-66c7-11e7-a4e3-f45c89b91419,ng",C0027765,non-entailment,C0010054,,
"1894640a-66c7-11e7-a0dc-f45c89b91419,ng",C0002940,non-entailment,C0014544,,
"23f98aee-66c7-11e7-9300-f45c89b91419,ng",C0022660,non-entailment,C0085615,,
"189bf1f4-66c7-11e7-bc85-f45c89b91419,ng",C0152025,non-entailment,C0007282,,
"2439dac2-66c7-11e7-af75-f45c89b91419,ng",C0017152,non-entailment,C0333559,,
"23f9a622-66c7-11e7-82df-f45c89b91419,ng",C0022661,non-entailment,C0026267,,
"189de41c-66c7-11e7-bfaa-f45c89b91419,ng",C0010068,non-entailment,C0022660,,
"23f25258-66c7-11e7-be33-f45c89b91419,ng",C0023895,non-entailment,C0017168,,
"242af400-66c7-11e7-928f-f45c89b91419,ng",C0149801,non-entailment,C0018802,,
"24066310-66c7-11e7-9020-f45c89b91419,ng",C0010709,non-entailment,C0020538,,
"240cedfa-66c7-11e7-8f92-f45c89b91419,ng",C0151517,non-entailment,C0024117,,
"24077ca2-66c7-11e7-a40e-f45c89b91419,ng",C0042029,non-entailment,C0149721,,
240a92b6-66c7-11e7-8e6d-f45c89b91419,C0035078,entailment,C0035078,17,30
"242f575c-66c7-11e7-a5ec-f45c89b91419,ng",C0037315,non-entailment,C0235329,,
"23f33682-66c7-11e7-90c4-f45c89b91419,ng",C0011854,non-entailment,C0022661,,
"23fd4f00-66c7-11e7-9b69-f45c89b91419,ng",C0007787,non-entailment,C0679247,,
242bcc06-66c7-11e7-8e8d-f45c89b91419,C0032326,entailment,C0032326,19,31
"2427ba24-66c7-11e7-a037-f45c89b91419,ng",C0024115,non-entailment,C0008350,,
2436b934-66c7-11e7-a526-f45c89b91419,C0020538,entailment,C0020538,17,36
"23f4254c-66c7-11e7-b0de-f45c89b91419,ng",C0007787,non-entailment,C0004096,,
23ecad24-66c7-11e7-b910-f45c89b91419,C0032227,entailment,C0032227,27,44
"242e3ec6-66c7-11e7-8ab8-f45c89b91419,ng",C0014544,non-entailment,C0398623,,
189725be-66c7-11e7-9899-f45c89b91419,C0949083,entailment,C0949083,17,44
"189a298a-66c7-11e7-8602-f45c89b91419,ng",C0008272,non-entailment,C0020456,,
"242a5c70-66c7-11e7-9717-f45c89b91419,ng",C0085615,non-entailment,C0742758,,
"243e546e-66c7-11e7-83a3-f45c89b91419,ng",C0026269,non-entailment,C0014544,,
"24111cc6-66c7-11e7-a6be-f45c89b91419,ng",C0457949,non-entailment,C0022661,,
"18947a12-66c7-11e7-92a0-f45c89b91419,ng",C0494475,non-entailment,C0002871,,
"242ece74-66c7-11e7-aa21-f45c89b91419,ng",C0032227,non-entailment,C0013182,,
24461dfa-66c7-11e7-a76f-f45c89b91419,C0020538,entailment,C0020538,16,35
"243f5062-66c7-11e7-8fe6-f45c89b91419,ng",C0003864,non-entailment,C0037315,,
"189a298a-66c7-11e7-8602-f45c89b91419,ng",C0023895,non-entailment,C0020456,,
"24462aa4-66c7-11e7-a993-f45c89b91419,ng",C0679247,non-entailment,C0018790,,
"23f0c76c-66c7-11e7-9db4-f45c89b91419,ng",C0038449,non-entailment,C0027765,,
"23f25258-66c7-11e7-be33-f45c89b91419,ng",C0565599,non-entailment,C0017168,,
"23f9c1be-66c7-11e7-a433-f45c89b91419,ng",C0018802,non-entailment,C0002940,,
"24204474-66c7-11e7-833a-f45c89b91419,ng",C0018802,non-entailment,C0020538,,
"23f3ff1a-66c7-11e7-b188-f45c89b91419,ng",C0011168,non-entailment,C0018799,,
"24077ca2-66c7-11e7-a40e-f45c89b91419,ng",C0242231,non-entailment,C0149721,,
"2403df5a-66c7-11e7-8d5c-f45c89b91419,ng",C0030283,non-entailment,C0014544,,
"2428e0a2-66c7-11e7-a7c3-f45c89b91419,ng",C0151517,non-entailment,C0018790,,
"241f0d0c-66c7-11e7-a932-f45c89b91419,ng",C0149721,non-entailment,C0020538,,
"2424695a-66c7-11e7-bd9b-f45c89b91419,ng",C0003864,non-entailment,C0022104,,
"1f337690-66c7-11e7-bca3-f45c89b91419,ng",C0085615,non-entailment,C0149871,,
"24071050-66c7-11e7-91fd-f45c89b91419,ng",C0149931,non-entailment,C0010054,,
"24128b10-66c7-11e7-a992-f45c89b91419,ng",C0008272,non-entailment,C0003486,,
"24372692-66c7-11e7-b324-f45c89b91419,ng",C0008350,non-entailment,C0149801,,
"189d196c-66c7-11e7-a5a0-f45c89b91419,ng",C0032227,non-entailment,C0018799,,
"24464874-66c7-11e7-b106-f45c89b91419,ng",C0007194,non-entailment,C0007273,,
"242c611e-66c7-11e7-9b73-f45c89b91419,ng",C0011854,non-entailment,C0032285,,
"189de41c-66c7-11e7-bfaa-f45c89b91419,ng",C0004364,non-entailment,C0022660,,
"1f301528-66c7-11e7-ae46-f45c89b91419,ng",C0010709,non-entailment,C0038454,,
"18933d64-66c7-11e7-874c-f45c89b91419,ng",C0011860,non-entailment,C0020456,,
"23f3ff1a-66c7-11e7-b188-f45c89b91419,ng",C0003486,non-entailment,C0018799,,
"189c6088-66c7-11e7-8f21-f45c89b91419,ng",C0442874,non-entailment,C0007787,,
"23f9a622-66c7-11e7-82df-f45c89b91419,ng",C0011880,non-entailment,C0026267,,
"241f9128-66c7-11e7-bed7-f45c89b91419,ng",C0003504,non-entailment,C0520679,,
"1f2ed4d0-66c7-11e7-9e94-f45c89b91419,ng",C0015230,non-entailment,C0020538,,
"2412fd26-66c7-11e7-952d-f45c89b91419,ng",C0030312,non-entailment,C0003864,,
24373788-66c7-11e7-9448-f45c89b91419,C0014118,entailment,C0014118,29,41
"1f2eaa5a-66c7-11e7-b4e6-f45c89b91419,ng",C0149931,non-entailment,C0020542,,
"241b8a92-66c7-11e7-8fe0-f45c89b91419,ng",C0024131,non-entailment,C0034063,,
"23fa70b4-66c7-11e7-bb50-f45c89b91419,ng",C0030305,non-entailment,C0162871,,
2425865a-66c7-11e7-b45d-f45c89b91419,C0038449,entailment,C0038449,24,45
"1f35a666-66c7-11e7-9c66-f45c89b91419,ng",C0003486,non-entailment,C0018790,,
"24141640-66c7-11e7-a97e-f45c89b91419,ng",C0333559,non-entailment,C0151517,,
"2403df5a-66c7-11e7-8d5c-f45c89b91419,ng",C0021843,non-entailment,C0014544,,
"2439b5f8-66c7-11e7-a0db-f45c89b91419,ng",C0011860,non-entailment,C0018802,,
"1f2da486-66c7-11e7-94ca-f45c89b91419,ng",C0009450,non-entailment,C0018790,,
"24355894-66c7-11e7-968c-f45c89b91419,ng",C0026269,non-entailment,C0042029,,
"243083f0-66c7-11e7-a3af-f45c89b91419,ng",C0023890,non-entailment,C0152025,,
"240b61f8-66c7-11e7-b4c4-f45c89b91419,ng",C0003507,non-entailment,C0022661,,
"240b163a-66c7-11e7-a344-f45c89b91419,ng",C0030312,non-entailment,C0018802,,
24153a70-66c7-11e7-97a8-f45c89b91419,C0007766,entailment,C0007766,20,41
"241ae736-66c7-11e7-9af3-f45c89b91419,ng",C0149801,non-entailment,C0020676,,
"242af400-66c7-11e7-928f-f45c89b91419,ng",C0011854,non-entailment,C0018802,,
"242eae42-66c7-11e7-b8ce-f45c89b91419,ng",C0020542,non-entailment,C0030283,,
"23f8031a-66c7-11e7-8a88-f45c89b91419,ng",C1959583,non-entailment,C0012819,,
"23f33682-66c7-11e7-90c4-f45c89b91419,ng",C1527303,non-entailment,C0022661,,
"240c9938-66c7-11e7-b43d-f45c89b91419,ng",C0003864,non-entailment,C0038454,,
"2418145c-66c7-11e7-aa8a-f45c89b91419,ng",C0235329,non-entailment,C0012813,,
"1899f6f4-66c7-11e7-baa4-f45c89b91419,ng",C0155909,non-entailment,C0018099,,
"2425865a-66c7-11e7-b45d-f45c89b91419,ng",C0085129,non-entailment,C0038449,,
2415d078-66c7-11e7-af3b-f45c89b91419,C0011847,entailment,C0011847,21,29
"241ee142-66c7-11e7-9eba-f45c89b91419,ng",C0442874,non-entailment,C0022661,,
"24484e88-66c7-11e7-8aa3-f45c89b91419,ng",C0403447,non-entailment,C0235329,,
"241e9368-66c7-11e7-8042-f45c89b91419,ng",C0037199,non-entailment,C0038833,,
"189de41c-66c7-11e7-bfaa-f45c89b91419,ng",C0011854,non-entailment,C0022660,,
"2412f918-66c7-11e7-bbb4-f45c89b91419,ng",C0042345,non-entailment,C0030312,,
24163b3a-66c7-11e7-bc21-f45c89b91419,C0010054,entailment,C0010054,17,40
"189a0248-66c7-11e7-9e2d-f45c89b91419,ng",C0151517,non-entailment,C0027051,,
24139e36-66c7-11e7-a24d-f45c89b91419,C0150055,entailment,C0150055,13,25
"23fa11c8-66c7-11e7-8af6-f45c89b91419,ng",C0038833,non-entailment,C0037199,,
2402a7de-66c7-11e7-8392-f45c89b91419,C0030305,entailment,C0030305,11,40
"23eea75c-66c7-11e7-bf44-f45c89b91419,ng",C0032371,non-entailment,C0015230,,
"241f3e58-66c7-11e7-9d85-f45c89b91419,ng",C0149871,non-entailment,C0024115,,
"23f62d4a-66c7-11e7-9bae-f45c89b91419,ng",C0020456,non-entailment,C0004763,,
"243083f0-66c7-11e7-a3af-f45c89b91419,ng",C0002965,non-entailment,C0152025,,
"23fc326e-66c7-11e7-a1b2-f45c89b91419,ng",C0151517,non-entailment,C1960800,,
242f6d50-66c7-11e7-83a2-f45c89b91419,C0040583,entailment,C0040583,13,30
2409c8ca-66c7-11e7-aefd-f45c89b91419,C0027051,entailment,C0027051,29,50
"2402a7de-66c7-11e7-8392-f45c89b91419,ng",C0149801,non-entailment,C0030305,,
"241fc9de-66c7-11e7-ae0d-f45c89b91419,ng",C0030283,non-entailment,C0017152,,
"1f2e261e-66c7-11e7-a8f3-f45c89b91419,ng",C0024115,non-entailment,C0027051,,
241b8a92-66c7-11e7-8fe0-f45c89b91419,C0034063,entailment,C0034063,13,28
"2411310a-66c7-11e7-888d-f45c89b91419,ng",C0024131,non-entailment,C0032285,,
"242eae42-66c7-11e7-b8ce-f45c89b91419,ng",C0011860,non-entailment,C0030283,,
"23fcb5c0-66c7-11e7-bc68-f45c89b91419,ng",C0040583,non-entailment,C0027051,,
"242a8c06-66c7-11e7-9e79-f45c89b91419,ng",C0003486,non-entailment,C0024117,,
23f038ba-66c7-11e7-9871-f45c89b91419,C0018802,entailment,C0018802,17,41
"189e8e12-66c7-11e7-8a0c-f45c89b91419,ng",C0007787,non-entailment,C0003504,,
"241acbac-66c7-11e7-9650-f45c89b91419,ng",C0017152,non-entailment,C0022661,,
"241b8a92-66c7-11e7-8fe0-f45c89b91419,ng",C0152025,non-entailment,C0034063,,
"1f32a0b0-66c7-11e7-bd1c-f45c89b91419,ng",C0011849,non-entailment,C0019348,,
"23efe950-66c7-11e7-a93a-f45c89b91419,ng",C0032290,non-entailment,C0018799,,
"24139e36-66c7-11e7-a24d-f45c89b91419,ng",C0403447,non-entailment,C0150055,,
2428d530-66c7-11e7-a04a-f45c89b91419,C0042029,entailment,C0042029,19,22
"2425d8b0-66c7-11e7-83bc-f45c89b91419,ng",C0022661,non-entailment,C0027051,,
2425939a-66c7-11e7-9407-f45c89b91419,C0042029,entailment,C0042029,19,22
"2404e826-66c7-11e7-bd9b-f45c89b91419,ng",C0019196,non-entailment,C0020538,,
"24141640-66c7-11e7-a97e-f45c89b91419,ng",C1527303,non-entailment,C0151517,,
1f2e261e-66c7-11e7-a8f3-f45c89b91419,C0027051,entailment,C0027051,12,24
"23fd4f00-66c7-11e7-9b69-f45c89b91419,ng",C0022660,non-entailment,C0679247,,
"24208ede-66c7-11e7-9b4a-f45c89b91419,ng",C0030312,non-entailment,C0038454,,
2429b228-66c7-11e7-9071-f45c89b91419,C0008325,entailment,C0008325,26,39
"189a298a-66c7-11e7-8602-f45c89b91419,ng",C0034063,non-entailment,C0020456,,
"24395892-66c7-11e7-93f9-f45c89b91419,ng",C0442874,non-entailment,C0162316,,
"24464d36-66c7-11e7-93c6-f45c89b91419,ng",C0007787,non-entailment,C0020538,,
